Entidade,Quantidade,Tipo
Jefferson Smith Otávio Smith Elaine da Silva Alencar de Souza João Maria Monteiro de Souza,1,PER
José Moreira de Oliveira,1,PER
Eloísa Helena de Oliveira Lorenzoni,1,PER
São Sebastião Dê-nos,1,PER
Jesus Ele chama,1,PER
Realiza,1,PER
Vermos,1,PER
Naturalmente,1,PER
Capaz,1,PER
Santagostinho,1,PER
Responsabilidade,1,PER
Deus Oremos,1,PER
Salomé Compraram,1,PER
Viram,1,PER
Marie Aviz,1,PER
Leandro Donati,1,PER
Scarlet Milhomen,1,PER
Samuel Heitor da Silva,1,PER
Imunda Moreira de Oliveira,1,PER
Adão Silva Lencarra,1,PER
Messias Lavinha Oliveira Silva,1,PER
Maria Francisca,1,PER
Jorge Castro Rodrigues,1,PER
Agradeço,1,PER
Maria Cecília,1,PER
Pára Claro,1,PER
R$,1,PER
Devem,1,PER
Matheus Gustavo,1,PER
Gustavo,1,PER
Anne Sheila Milhomen,1,PER
Gonçalves,1,PER
Sueli Jorge Oliveira,1,PER
Nara Bianca Pereira,1,PER
Francisco Cariolano Neto,1,PER
Edmilson Felipe de Souza,1,PER
João Ribeiro Lopes,1,PER
Aguinaldo de Castro Moura,1,PER
Maria Raiara Borges Castro,1,PER
Antônio da Conceição Ferreira,1,PER
Divan Magalhães Mesquita,1,PER
José Miranda Mesquita,1,PER
Giovane da Silva Rodrigues,1,PER
Deusa da Silva Rodrigues,1,PER
Matilde Batista dos Reis,1,PER
Raimundo da Massima,1,PER
Maria Travaços,1,PER
Manuel Veira de Souza,1,PER
Diwal Teixeira de Mello,1,PER
Matheus Abrão Silva Cadê,1,PER
Gustavo Henrique Souza,1,PER
Dízimo Mirim,1,PER
Pegar,1,PER
Arão Ou,1,PER
Senhor Salvoz,1,PER
Santo Salvoz,1,PER
Senhor Jesus Cristo Filho unigênito Senhor Deus,1,PER
Kirie eleison Kirie eleison Kirie eleison Kirie,1,PER
eleison Senhor,1,PER
Kirie eleison Kirie eleison Kirie eleison Kirie eleison Cristo,1,PER
Passa,1,PER
Patrick Há,1,PER
De,1,PER
Rezaremos,1,PER
Afinde,1,PER
Difamei,1,PER
Reparei,1,PER
Peguei,1,PER
Feliz,1,PER
Deus Fazei,1,PER
Começo,1,PER
Amém Façamos,1,PER
Incomparável,1,PER
Vida,1,PER
Corresponder,1,PER
Incomparável Deus,1,PER
Cristo Senhor nosso,1,PER
Cristo nosso Senhor Senhor,1,PER
Sustentar,1,PER
Compaixão,1,PER
Rezemos Ajudai,1,PER
Ponso Pilatos,1,PER
Ontem,1,PER
Fazia,1,PER
Deberíamos,1,PER
Chegando,1,PER
Pelas Almas do Purgatório,1,PER
Lília Mendes,1,PER
Assisti,1,PER
Maria Rita Viegas,1,PER
Nildete Ferreira,1,PER
Marina Gomes Fonseca,1,PER
Antônio Emanuel Rodolfo Silva,1,PER
Ana Teresa Sánchez,1,PER
Maria do Peixinho,1,PER
Elisângela Sheila Santos Lopes,1,PER
Lucas Henrique Santos Lopes,1,PER
Pelosteps Honabel Rai Aku Agradeço,1,PER
Senhor Amém Abençoe-vos,1,PER
Dirigi,1,PER
Deus Acho,1,PER
Joyce,1,PER
Alguma,1,PER
Pix Tem,1,PER
Boa,1,PER
Maria do Amparo Viegas,1,PER
Luzenita Detinha da Silva,1,PER
Sônia Maria Alves da Cruz Barros,1,PER
Renaldo Assis,1,PER
José Sebastião Sintra,1,PER
Jorge Nicoletti de Freitas,1,PER
Odila Páezes Soares,1,PER
Emilio,1,PER
Noelissa Alete Soares,1,PER
Antônio Alcântara de Azevedo,1,PER
Raimundo Ferreira do Nascimento,1,PER
Alencar,1,PER
Paulo Vitor Barros,1,PER
Claudionor Gonçalves Cardoso,1,PER
Vitor Hugo Costa Leite,1,PER
Susana Petrovic de Freitas,1,PER
Elías Alencar Santos,1,PER
Joyce Silvério Barbosa,1,PER
Hamilton Andreoli,1,PER
Jesus Manso,1,PER
Justo Misericórdia,1,PER
Jesus Jesus Jesus Jesus,1,PER
Jesus Jesus Jesus,1,PER
Jesus Eucarístico Falar com Ele Essas,1,PER
Dançando,1,PER
Ensinando,1,PER
casa de Deus Mas,1,PER
Deus Vamos,1,PER
Tramar,1,PER
casa de,1,PER
Mas Jesus,1,PER
Quarenta,1,PER
Destruí,1,PER
Louvor,1,PER
Esse Cristo,1,PER
Honra,1,PER
Leny Barros de Oliveira,1,PER
Edinaldo Alves da Cruz,1,PER
Morte,1,PER
Roguemos,1,PER
Fizestes,1,PER
Senhor Ressou,1,PER
Jesus Ieshuá Senhor Tu,1,PER
Jesus Nome,1,PER
Jesus Naquilo,1,PER
Jesus Tu,1,PER
Cristo E Cristo,1,PER
Abala,1,PER
Nossa casa Confiamos,1,PER
Enviai vosso Espírito Santo,1,PER
Jesus Entregue,1,PER
Plenamente Eu,1,PER
Pensamos,1,PER
Dispeços,1,PER
Espírito Faça,1,PER
Deus Afeite,1,PER
Ajudei,1,PER
Mantenho,1,PER
Espaço,1,PER
Francisco Beliza de Alencar Neto,1,PER
Jesus Miranda Golveia,1,PER
Rosângela Mello,1,PER
Maria Lilina da Silva Souza,1,PER
José Lucas,1,PER
Raimundo Vieira Souza,1,PER
Falecidos,1,PER
Tipo,1,PER
Correiro Santo,1,PER
Vimos-te,1,PER
Deus Tu,1,PER
Longe de ti,1,PER
misereem nobis Aleluia,1,PER
Cristo nosso Senhor Por Ele,1,PER
Kizedek Aceitai,1,PER
Senhor Jesus Cristo Dignai-vos,1,PER
Bibiano Trindade Rabelo,1,PER
Elias Rosa Neto,1,PER
Senhor Aleluia Aleluia,1,PER
Francisco Gomes da Silva,1,PER
Convertei-vos,1,PER
Pentecoste,1,PER
Acompanhai,1,PER
Jesus Miranda Oh Deus,1,PER
Jesus Cristo Senhor Deus,1,PER
nossa glória Glória,1,PER
Senhor Deus Rei,1,PER
Oh Deus Todo-Poderoso,1,PER
Of Fuckish,1,PER
Tiago Bruno Santos Pereira,1,PER
Luca Valentim Torres Pereira,1,PER
Tiago Bruno Santos,1,PER
Antônio Pereira,1,PER
José Lucas Mello da Silva,1,PER
Iago Silva Lins,1,PER
Lino,1,PER
Inecisi Santos,1,PER
Tua Hosanna,1,PER
Acompanhe o Senhor,1,PER
São Gregório Ocai,1,PER
Santo Inácio de Antioquia,1,PER
Santo Estevão Ocai,1,PER
Santo André Ocai,1,PER
São João Batista,1,PER
Santos Anjos de Deus Ocai,1,PER
Mãe de Deus Ocai,1,PER
Ressuscita Senhor,1,PER
Ressuscita,1,PER
Obrigado Senhor,1,PER
Coloque,1,PER
Porque Pedro,1,PER
Papai,1,PER
Conte,1,PER
Estasiadas,1,PER
Santo Atanásio Ocai,1,PER
São Basílio Ocai,1,PER
São Martinho,1,PER
Anne,1,PER
Famílias,1,PER
Sobre,1,PER
Deusenira,1,PER
Ana Beatriz,1,PER
Vitor,1,PER
Diego,1,PER
Anne Dorotty,1,PER
São Bento,1,PER
Credes,1,PER
Jesus Minha,1,PER
São Sebastião Ocai,1,PER
Santa Teresa de Jesus Ocai,1,PER
São João Maria Vianney Ocai,1,PER
São Francisco Xavier Ocai,1,PER
Pedro Receberam,1,PER
Chorando Enquanto,1,PER
Pratiquei,1,PER
Conheça,1,PER
Cristo Façamos,1,PER
Daquele,1,PER
Cordeiro de Deus Cordeiro de Deus,1,PER
Senhor Jesus Cristo Dissestes,1,PER
Oh Pai,1,PER
Magalhães,1,PER
Lúcio,1,PER
Adoram,1,PER
Senhor Amém Sentados,1,PER
Jesus Luz,1,PER
Frágil,1,PER
Pedro Tu me ama Pedro,1,PER
Amava Jesus,1,PER
Jesus Estou,1,PER
Preferimos,1,PER
Senhor Vamos,1,PER
Bate,1,PER
Jesus de pé Mas,1,PER
Teu Espírito Jesus Manda Teu Espírito,1,PER
Atentei,1,PER
Atrasei,1,PER
Discuidei-me,1,PER
Regulei,1,PER
Tratei-a,1,PER
Jejuei,1,PER
Apressado,1,PER
confessar Escondi,1,PER
Obriguei,1,PER
Cheguei,1,PER
Impedi,1,PER
Falei,1,PER
Passando,1,PER
Deus Frequentei,1,PER
Teu Espírito,1,PER
Lava Pés Nós,1,PER
Respondeu Jesus,1,PER
Jesus Agora,1,PER
Iscariotes,1,PER
Ivani de Jesus Miranda,1,PER
Promovalo,1,PER
Sumiu,1,PER
Senhor Jesus Cristo Sempre,1,PER
Emmaúcio,1,PER
Arremeteu,1,PER
Senhor Maria,1,PER
Doou,1,PER
Parece,1,PER
Jesus de pé,1,PER
Madalena,1,PER
Ele Jesus,1,PER
Maria Madalena Aliás,1,PER
Páscoa Eu,1,PER
Maria Ela,1,PER
Senhor Amém Senhor,1,PER
Caminhávamos,1,PER
Tornado,1,PER
Ramão Lúcio,1,PER
Jesus Perguntou-lhe,1,PER
Jesus Simão Pedro,1,PER
Cristo Senhor Glória,1,PER
Liberta-me,1,PER
Protegeu-me,1,PER
Isaías Nações Marinhas,1,PER
João Alencar,1,PER
Oremos Ouvir-nos,1,PER
Arthur Felipe,1,PER
Maração Sebastião,1,PER
Tava,1,PER
Aproveitar,1,PER
Nossu,1,PER
Benício,1,PER
Alvino Alves da Silva,1,PER
Meslène de Oliveira Araújo,1,PER
Eu te suplico o perdão,1,MISC
Dons,1,MISC
Senhor nosso Deus Pelo Papa,1,MISC
Eu agradeço a Deus,1,MISC
Evangelho Sei,1,MISC
Aí o Dom José,1,MISC
Marcaram,1,MISC
O Dom José,1,MISC
Fiquei,1,MISC
Eu escolhi essa vida,1,MISC
Eu vou,1,MISC
Eu só não voltei embora naquela ocasião,1,MISC
Deus me livre,1,MISC
Para mim,1,MISC
Deus É capaz de discernir,1,MISC
É difícil Jesus,1,MISC
Logo,1,MISC
Sejam,1,MISC
Vosso Espírito,1,MISC
Palavra do Senhor Gordarei,1,MISC
Cado,1,MISC
Viva o Céu Senhor Beneditos,1,MISC
Deus Eterno e Todo-Poderoso Por Cristo nosso Senhor Inocente,1,MISC
Ti buscamos risulisão,1,MISC
Informado,1,MISC
Elías Alguém,1,MISC
Nazareno,1,MISC
Deus bendito?,1,MISC
Escrituras,1,MISC
Vó,1,MISC
Eis que o Filho do homem,1,MISC
Afasta de mim,1,MISC
Evangelho for pregado,1,MISC
Deixá-ya,1,MISC
"Evangelho, né?",1,MISC
Deus abençoe vocês,1,MISC
Sobre os reis de toda a terra,1,MISC
Introduziram a Arca do Senhor,1,MISC
Pauliana de Mello,1,PER
Kahl-Haneh Ele,1,MISC
Age de uma maneira de gesto com muita solidariedade,1,MISC
Dando aquele homem a possibilidade,1,MISC
Jogando,1,MISC
Deus Estamos,1,MISC
Cécerdócio Querido,1,MISC
Palavra do Senhor Graças a Deus BEM,1,MISC
Os Filhisteus,1,MISC
Vendo,1,MISC
Conhecerá Que,1,MISC
Deus em Israel,1,MISC
Senhor Te,1,MISC
Deus dos exércitos de Israel,1,MISC
O Senhor me,1,MISC
Ninguém desanime,1,MISC
Deus Amém Ouremos Ó Deus,1,MISC
Evangelho no finalzinho,1,MISC
Deus Ou,1,MISC
Arca do Senhor Soltando,1,MISC
Deus é Ou,1,MISC
Arca do Senhor,1,MISC
Arca de Deus da casa de Obedum,1,MISC
Pai Senhor,1,MISC
Necessitem,1,MISC
Ordem da Visitação,1,MISC
Introdução à Vida Devota,1,MISC
Dia de São Francisco Sales,1,MISC
Senhor vos,1,MISC
Estaremos,1,MISC
Viva tua igreja,1,MISC
Pai nosso Santificar,1,MISC
o Senhor que te desce milagres de amor,1,MISC
Tão alegre de esbalmo,1,MISC
Vim de Senhor salvar-nos,1,MISC
Deus Transmite o Senhor,1,MISC
Viva o Céu Senhor Santos,1,MISC
Vosso Filho,1,MISC
Ministros do Vosso,1,MISC
Erizvah Ribeiro da Silva,1,PER
Cintia Ferreira Lima,1,PER
Wilson Rosa,1,PER
Isabel,1,PER
Marcelo Albuquerque Oliveira,1,PER
Emílio Laurindo Soares,1,PER
Odila Pátiser Soares,1,PER
Noely Salete Soares,1,PER
Antônia Alcântara de Azevedo,1,PER
Francisco Carlos de Souza Santos,1,PER
Rodrigo Pereira dos Santos,1,PER
Luiz Carlos Ferreira,1,PER
Louro Ivalda Silva,1,PER
Ana Luisa Silva Pinheiro,1,PER
Ada Maria Teixeira Pinheiro,1,PER
Marlide Lima Alves,1,PER
Nhiudete Ferreira Professor,1,PER
Maria Ribeiro da Silva,1,PER
Tua cruz,1,MISC
José Romualdo da Silva Souza,1,PER
José Lucildo,1,PER
Marcos Stefanovici,1,PER
José Valdo Iovanovici,1,PER
Sibeli Sindy de Freitas,1,PER
Maratma Albuquerque,1,PER
Evangelina Albuquerque,1,PER
Fabiana Conceição,1,PER
Astro Gil do Costa,1,PER
Felipe Calvalcante Família,1,PER
Washington de Oliveira,1,PER
Arlindo Pereira de Souza,1,PER
Daila,1,PER
Elizabeth Souza,1,PER
Jeidiane Pereira da Silva,1,PER
Francisca Monteiro Lopes,1,PER
Luiz Souza Guimarães,1,PER
Jordaense Pereira da Silva,1,PER
Carlos Pereira de Souza,1,PER
Elvira Alves Meira,1,PER
Durvalino Mota da Silva,1,PER
Maria de Jesus Caldas Portela,1,PER
Floriano Alves Portela,1,PER
Raimunda Ferreira do Nascimento,1,PER
Dutra,1,PER
Mesquita Costa,1,PER
José de Souza Pires,1,PER
Deus de Israel,1,MISC
Senhor do universo,1,MISC
Ele é o Filho de David,1,MISC
Ele é o Deus de Israel,1,MISC
Semana Santa de Verdade,1,MISC
Lava Pes e Instituição da Eucaristia,1,MISC
domingo de Páscoa,1,MISC
Tríduo Pascal,1,MISC
Iris Manuel Ribeiro da Silva,1,PER
Zelita Ribeiro da Silva,1,PER
Edson Ribeiro da Silva,1,PER
João Miguel,1,PER
Oudak de Pinho Tavares,1,PER
Jair Rodrigue,1,PER
Gilberto Clemente,1,PER
Gomes,1,PER
José Monteiro de Mendonça,1,PER
Valéria Cristiane Freire Ramos,1,PER
Zósimo José da Silva,1,PER
Ribeiro de Souza,1,PER
Maria Raimunda da Silva Ferreira,1,PER
José Maria Araújo Pinheiro,1,PER
Raimunda de Abreu Araújo,1,PER
Raimundo Borges de Oliveira,1,PER
Matias de Albuquerque,1,PER
Maria Nina dos Anjos Pereira,1,PER
Cudesta Paróquia,1,MISC
Pra calmar,1,MISC
o Senhor vos abençoe,1,MISC
A Pátria do Senhor,1,MISC
Senhor Somos,1,MISC
Tu sabes que eu te amo,1,MISC
Evangelho de João Vai,1,MISC
Seguindo por fim,1,MISC
Pelo contrário,1,MISC
Sinta,1,MISC
Ti E as palavras que irei ouvir Toca em mim,1,MISC
Deus Se eu não estou bem,1,MISC
Ter,1,MISC
Acreditar no Senhor,1,MISC
A nossa fé,1,MISC
Senhor Meu Deus,1,MISC
Profissão de fé,1,MISC
Que Jesus,1,MISC
O corpo do,1,MISC
Ele Que tocamos as suas chagas,1,MISC
Pátria Que transpareçam o renascimento,1,MISC
Campanha Eu Amo Em Minha Paróquia,1,MISC
Pai Por Cristo nosso Senhor Sentados,1,MISC
Precisando de amor Mas,1,MISC
Deus Jesus Fonte de misericórdia,1,MISC
Eu me esquecer de ti,1,MISC
Friais,1,MISC
De ti,1,MISC
Dai-nos a paz Coloca,1,MISC
Dai-nos a paz Dai-nos a paz Dai-nos,1,MISC
Entre nós Por Cristo,1,MISC
Santíssimo Corpo e Sangue Do vosso Filho,1,MISC
Recebe-o,1,MISC
Pai Puro,1,MISC
Bem-aventurada paixão do vosso Filho Da,1,MISC
Vida de Deus,1,MISC
Segunda Carne Veneramos,1,MISC
O milagre da vida,1,MISC
Põe Tomé,1,MISC
Vendo?,1,MISC
Deus Por,1,MISC
Deus E aí,1,MISC
A Maria Madalena,1,MISC
Evangelho Maria Madalena,1,MISC
Tempo Pascal,1,MISC
O Domingo da Misericórdia,1,MISC
Domingo da Misericórdia,1,MISC
Páscoa Instituído,1,MISC
Que Jesus é o Cristo,1,MISC
Mostrou-lhes,1,MISC
Tomé Por que me viste,1,MISC
Porque o Espírito,1,MISC
Deus Este,1,MISC
Senhor Fez maravilhas Não morrerei Mas,1,MISC
Senhor Me,1,MISC
Senhor Fez,1,MISC
Palavra do Senhor Graças a Deus Graças ao Senhor Graças ao Senhor Porque Ele é bom Eterna,1,MISC
Evangelho de João Que Jesus,1,MISC
Agora Ele está ali,1,MISC
Colocada,1,MISC
Porque Ele,1,MISC
Que Ele ressuscitou Eu,1,MISC
Da segurança da barca,1,MISC
Teve,1,MISC
Sagrada Escritura Daquilo,1,MISC
Eu não vou acreditar Durante,1,MISC
Ele Nós,1,MISC
Porque Deus,1,MISC
Ele é real,1,MISC
Desejar a paz Eu acho,1,MISC
Trancados Sendo,1,MISC
Aguados,1,MISC
O medo que paralisa E,1,MISC
Seduzistes,1,MISC
Um dia o Senhor os,1,MISC
Trovão,1,MISC
Ministério Jovem,1,MISC
Ramos,1,MISC
É Deus,1,MISC
Deus jamais iria sacrificar,1,MISC
Aí Deus,1,MISC
Caminhar,1,MISC
Salmo Andarei,1,MISC
Peço,1,MISC
Eu me deixo levar,1,MISC
Diante de Deus,1,MISC
Aqui,1,MISC
Sexta-feira,1,MISC
Deus Era Jesus 100,1,MISC
Evangelho de São Marcos,1,MISC
À Páscoa,1,MISC
Domingo da Aquaresma,1,MISC
Deus Prezados,1,MISC
Até que o filho do homem tivesse ressuscitado dos mortos,1,MISC
Em Abraão,1,MISC
Deus e Nossa Senhora,1,MISC
Caminho para Deus,1,MISC
Diz a Pedro,1,MISC
Deus O que agrada Deus Em minha pequena alma,1,MISC
Herói valoroso,1,MISC
Senhor É Jesus,1,MISC
Dai-nos a paz Dai-nos a paz Senhor Senhor,1,MISC
Pai nosso e prazer de todos os males,1,MISC
"O Senhor é nosso Deus, o Senhor",1,MISC
Teu som,1,MISC
Toma meus lábios te amo Toma minha vida,1,MISC
"Pai eterno, rezemos Escutai-nos",1,MISC
Acreditem,1,MISC
Deus Louvado,1,MISC
Deus E ir para outros lugares,1,MISC
Sagrada Escritura Nobreza,1,MISC
Qual o propósito,1,MISC
Precisamos,1,MISC
Suas roupas,1,MISC
Ele?,1,MISC
Palavra do Senhor Graças a Deus Andarei,1,MISC
Eu te abençoarei,1,MISC
Evangelho E passando a beira do,1,MISC
Evangelho Aleluia,1,MISC
Oh Senhor Mostrai-me,1,MISC
Mostrai-me,1,MISC
Vendo Deus,1,MISC
Os Ninivitas,1,MISC
vou te,1,MISC
Viva e Reina,1,MISC
Vosso dilé do Filho Mereçamos,1,MISC
Deus Pai Amém Amém Amém Amém Oremos Deus Eterno e Todo-Poderoso Dirigi,1,MISC
Vós o Senhor Só Vós o Altíssimo Jesus Cristo Bom Espírito Santo,1,MISC
Só Vós sois o Santo,1,MISC
Aplique,1,MISC
Paz de nosso,1,MISC
Eu pensei na fuga,1,MISC
Senhor Que as palavras do,1,MISC
Dessa grande festa,1,MISC
Deus É viver a comunhão com,1,MISC
Deus Consequentemente,1,MISC
Senhor Uma,1,MISC
YouTube,1,MISC
domingo da Quaresmas,1,MISC
Senhor Louvado,1,MISC
Confiemos em Jesus,1,MISC
"Deus, a Jesus Gente",1,MISC
Evangelho de Jesus,1,MISC
Deus E muito depois,1,MISC
Vive,1,MISC
Deus Ser de Deus,1,MISC
Deus Isso,1,MISC
Eu olho,1,MISC
Deus o dom da fé,1,MISC
Deus e da Eucaristia,1,MISC
Nayane Miranda Barbosa,1,PER
Diogo Alves da Silva,1,PER
São Pedro Caríssimos,1,PER
São Sebastião Consegamos,1,PER
Senhor Amém Vamos,1,PER
Jesus Oremos Oremos Oremos Oremos,1,PER
Jesus Venham,1,PER
Nosso Cordeiro de Deus,1,PER
Santo Sempre,1,PER
Padre Pazão Salve,1,PER
Santo Padroeiro,1,PER
São Sebastião Desça,1,PER
Obtenham,1,PER
Ganham,1,PER
Senhor Vai,1,PER
Padre Arias,1,PER
João Cezano,1,PER
Jesus Glória ao Pai,1,PER
Deus Agole,1,PER
São Sebastião Vinde,1,PER
São Sebastião Nós,1,PER
Senhor Deus Cordeiro de Deus Filho de Deus Pai,1,PER
Vosso Glorioso,1,PER
Misericórdia Senhor,1,PER
Misericórdia Misericórdia,1,PER
Santa Misa,1,PER
São Sebastião Dessa,1,PER
São Sebastião Sairemos,1,PER
Camiseta,1,PER
São Sebastião Amanhã,1,PER
Frey Pedro Celebrou,1,PER
Mãe de Deus Foga-E,1,PER
Nosso Pai,1,PER
Senhor Amém Pai,1,PER
Rei Conhecendo,1,PER
Senhor Amém Rezem,1,PER
Vosso Reino de Paz,1,PER
São Sebastião Pedimos,1,PER
Mão,1,PER
Deus Graças,1,PER
Canto,1,PER
Cordeiro de Deus Vou,1,PER
Maria de Nazaré Viana de Mendes,1,PER
Cintia Ferreira de Lima,1,PER
Carlos Luiz Moreira de Oliveira,1,PER
Jean de José Moreira de Oliveira,1,PER
Jandir Fontes Brito,1,PER
Mauro Sérgio Fontes,1,PER
Miguel Lorenzo Ribeiro de Souza,1,PER
Matheus de Oliveira Lorenzoni,1,PER
Raimundo Moreira de Oliveira,1,PER
Chie,1,PER
Padre Patrínquio,1,PER
Exército de Deus,1,PER
padre Udice,1,PER
Nonato,1,PER
Henrique,1,PER
Antônio Magdo Marites,1,PER
Maria José dos Santos Pereira Ferreira,1,PER
Lourdes da Paz,1,PER
Aleluia Aleluia Senhor,1,PER
Jesus Cristo Senhor Jesus Cristo,1,PER
Santo Ricardo,1,PER
Jesus nosso Senhor,1,PER
São José Irmãos,1,PER
Senhor Reuzeloso,1,PER
Marcos Jesus,1,PER
Estará,1,PER
Gaudino dos Santos,1,PER
Sama,1,PER
Eliabe,1,PER
Convidarás Jessé,1,PER
Tomarás,1,PER
Jorge Sebastião,1,PER
Padre Alice,1,PER
Amém Misericórdia,1,PER
Velá,1,PER
Oremos Deus Todo-Poderoso,1,PER
Jesus Como,1,PER
Kafahr Naum,1,PER
E Jesus,1,PER
Jesus São,1,PER
Aqueles,1,PER
Senhor Tiveram,1,PER
Amém Meus,1,PER
Jesus Nazareno Viestes,1,PER
Aleluia Aleluia Aleluia Santo,1,PER
Digo,1,PER
Deus Leitura,1,PER
Deus Oxalá,1,PER
Deus Vinde,1,PER
Deus Vindes,1,PER
Ou,1,PER
Oremos Concedei,1,PER
Havia,1,PER
Sucita,1,PER
Defendeia,1,PER
Ficassem,1,PER
Eva Oliveira do Amaral,1,PER
Sofia Oliveira Nascimento,1,PER
Padre Udso,1,PER
Aurora,1,PER
Senhor Usando-a,1,PER
Usando-a,1,PER
Sofrendo,1,PER
Senhor nosso Nascendo,1,PER
Orar,1,PER
Ser Aceita,1,PER
Amém Juntos,1,PER
Senhor Escutai,1,PER
Amém Confiantes,1,PER
Caminhos,1,PER
Paulo Paulo,1,PER
Pai Vós,1,PER
Filho Unigênito Senhor Deus,1,PER
Rei dos Céus Deus,1,PER
Cristo Boa noite Sejam,1,PER
José de Souza,1,PER
São Sebastião Eu,1,PER
Padre Patrín,1,PER
Queremos,1,PER
Javi,1,PER
Quisestes,1,PER
Tomai-te,1,PER
Emaus,1,PER
Osana Osana Bendita,1,PER
Suas Pai,1,PER
Pontius Pilatos,1,PER
Paulo de Tarso,1,PER
Walshwitz,1,PER
Se,1,PER
Jó Jó,1,PER
Francisca da Conceição Rodrigues,1,PER
Luciana Martins,1,PER
Renan Dourini Baretta,1,PER
Maria Luisa Gomes Teixeira,1,PER
Dito,1,PER
Senhor Poderoso,1,PER
Vitória Sabrini,1,PER
Raimunda Moreira de Oliveira e Família,1,PER
Fernando,1,PER
Diogo Alves,1,PER
Isabel Silva,1,PER
Enedino Jesus Souza,1,PER
Joaquim Costa Vieira,1,PER
Eva Costa,1,PER
José Orlando,1,PER
Natan Vieira,1,PER
Avair Leopoldo Martins,1,PER
Purpukerea Lobo Souza,1,PER
Abandonar,1,PER
bendito sois,1,PER
Noé,1,PER
jonathan,1,PER
jesus cristo pessoa,1,PER
marcos glória,1,PER
Salvos Aleluia Aleluia,1,PER
Desombaria,1,PER
Ante Efraim,1,PER
Deus Oh,1,PER
Jonatas Tu,1,PER
Choro,1,PER
E Davi,1,PER
Lamentaram-se,1,PER
Até Saúl,1,PER
Donde,1,PER
São Sebastião Obedecer,1,PER
Oremos Dai-nos ao Deus,1,PER
Glória Glória,1,PER
jesus de nazaré,1,PER
jesus cristo jesus,1,PER
Ensinei,1,PER
jesus jesus,1,PER
Filho de Deus,1,PER
Eilo,1,PER
Padre Pedro,1,PER
Padre Alex,1,PER
Viva Jesus Cristo,1,PER
Alex Zohana,1,PER
Sr. Nivaldo,1,PER
Ação de Graças,1,PER
D. V. Esteve,1,PER
D. V.,1,PER
Valeu,1,PER
juventude rcc,1,PER
ocliciano,1,PER
dom do espírito santo,1,PER
jesus cristo de nazaré,1,PER
Adeus,1,PER
São Sebastião Me,1,PER
Seminarista Jefferson,1,PER
Seminarista Gabriel,1,PER
Deus Íntimo,1,PER
Contato,1,PER
Acha,1,PER
Dado,1,PER
Carta de Pedro,1,PER
Kevsky,1,PER
Pentecostes Experiência,1,PER
Decoradas,1,PER
Infelizmente,1,PER
Atravessa,1,PER
Evangelico,1,PER
Mammoth,1,PER
Jesus Onde,1,PER
Satanás Vivia,1,PER
Deus Glória,1,PER
Deixe,1,PER
Senhor Deixe-me,1,PER
Jesus Confio,1,PER
Deixaremos,1,PER
Padre Cristiano,1,PER
São Sebastião Marte,1,PER
Senhor Amém Amém Amém Amém Amém Amém Amém Amém Amém Amém Amém Amém Amém Amém Amém,1,PER
Senhor Comoo,1,PER
Sabes,1,PER
Testemunhar o Senhor,1,PER
Peregrinamos,1,PER
Confio Senhor,1,PER
Senhor Pai Santo Deus Eterno e Todo-Poderoso por Cristo nosso Senhor,1,PER
Deus Sou,1,PER
Amém Eu,1,PER
Vinde Espírito Santo Enchei,1,PER
Vem Senhor,1,PER
Jesus Nunca,1,PER
Pedro Guarda,1,PER
Respondeu-lhe Jesus,1,PER
Amém Cudeiro de Deus Vou,1,PER
Pois sois,1,PER
Benezar,1,PER
Pai Cordeiro de Deus,1,PER
Rei dos Céus Deus Pai,1,PER
Amém Vamos,1,PER
Devotos de São Sebastião Somos,1,PER
Senhor Jesus Cristo Vi,1,PER
Senhor Jesus Cristo Louvado,1,PER
São Sebastião Soldado,1,PER
São Sebastião Sou,1,PER
Padre Jami,1,PER
Padre Utsu,1,PER
Zoé,1,PER
Desça,1,PER
Conservai-nos,1,PER
Lavai-nos,1,PER
Foro,1,PER
Abriram,1,PER
Tomai-o,1,PER
São Pedro,1,PER
Senhor Eis o,1,PER
Senhor Jesus Cristo Enviai o Vosso Espírito Santo,1,PER
Senhor Pai Santo Deus Eterno e Todo-Poderoso,1,PER
Brotará,1,PER
Senhor Amém Momento,1,PER
Acompanhe o Senhor de bondade,1,PER
Dó,1,PER
Pareceu,1,PER
Nossa Senhora Viver,1,PER
saibaes,1,PER
Deus Engraçado,1,PER
Cafarnão E,1,PER
São Sebastião Naquilo,1,PER
imperador Falando,1,PER
Tinha ali,1,PER
Sangue de Cristo,1,PER
Beijo Teu Santo,1,PER
Minhas,1,PER
Beijo Tuas,1,PER
Cordeiro Pascal,1,PER
Cristo Oremos,1,PER
escutai benigno,1,PER
Abrão,1,PER
Cristo Jesus nosso Senhor,1,PER
Catecúmenos Oremos,1,PER
Bispos Presbíteros,1,PER
Bispo Dom Vital,1,PER
salve,1,PER
Santo Padre,1,PER
Papa Oremos,1,PER
José de Arimatéia,1,PER
Maria de Clelfas,1,PER
Jesus Nazareno,1,PER
Levaio,1,PER
Cravão,1,PER
Flagelei,1,PER
Pena,1,PER
és santo,1,PER
Cordeiro de Deus Cordeiro de Deus Cordeiro de Deus Cordeiro de Deus Cordeiro de Deus Cordeiro de Deus,1,PER
Dizei,1,PER
Coragem,1,PER
Louva,1,PER
Vindita,1,PER
